seed,RMSE,MAE,R2
42,0.19561128318309784,0.1477525532245636,0.3081381320953369
123,0.14753210544586182,0.11587140709161758,0.344261109828949
456,0.1875133365392685,0.15157169103622437,-0.051256775856018066
