seed,RMSE,MAE,R2
42,0.09712044894695282,0.0710008442401886,0.8294495344161987
123,0.109320729970932,0.08547011762857437,0.6399499177932739
456,0.11018825322389603,0.0845562294125557,0.6369929313659668
