seed,RMSE,MAE,R2
42,0.15165968239307404,0.11044112592935562,0.5841163396835327
123,0.12381338328123093,0.10068812221288681,0.5381584167480469
456,0.16949044167995453,0.12833845615386963,0.1411151885986328
